country_code,country,indicator_code,indicator,year,data_value
EST,Estonia,CWB1A,Children (0-17) living with two parents (%),2014,82.8
EST,Estonia,CWB1A,Children (0-17) living with two parents (%),2015,83.9
EST,Estonia,CWB1A,Children (0-17) living with two parents (%),2016,84.0
EST,Estonia,CWB1A,Children (0-17) living with two parents (%),2017,83.8
EST,Estonia,CWB1A,Children (0-17) living with two parents (%),2018,84.7
EST,Estonia,CWB1B,Children (0-17) living with a single parent (%),2014,16.2
EST,Estonia,CWB1B,Children (0-17) living with a single parent (%),2015,15.2
EST,Estonia,CWB1B,Children (0-17) living with a single parent (%),2016,15.5
EST,Estonia,CWB1B,Children (0-17) living with a single parent (%),2017,15.5
EST,Estonia,CWB1B,Children (0-17) living with a single parent (%),2018,14.6
EST,Estonia,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.0
EST,Estonia,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.9
EST,Estonia,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.5
EST,Estonia,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.7
EST,Estonia,CWB1C,Children (0-17) living in 'other' types of household (%),2018,0.8
EST,Estonia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,54.9
EST,Estonia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,58.2
EST,Estonia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,58.6
EST,Estonia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,63.9
EST,Estonia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,65.2
EST,Estonia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,7.8
EST,Estonia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,7.3
EST,Estonia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,6.8
EST,Estonia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,6.0
EST,Estonia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,6.4
EST,Estonia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,18035.5
EST,Estonia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,19444.4
EST,Estonia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,20610.7
EST,Estonia,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.4
EST,Estonia,CWB9,Children (0-17) in overcrowded households (%),2014,24.4
EST,Estonia,CWB9,Children (0-17) in overcrowded households (%),2015,22.8
EST,Estonia,CWB9,Children (0-17) in overcrowded households (%),2016,22.4
EST,Estonia,CWB9,Children (0-17) in overcrowded households (%),2017,21.3
EST,Estonia,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,21.6
EST,Estonia,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,5.4
EST,Estonia,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,55.7
EST,Estonia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,89.6
EST,Estonia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,89.9
EST,Estonia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,90.7
EST,Estonia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,91.1
EST,Estonia,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,86.8
EST,Estonia,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,81.5
EST,Estonia,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.0
EST,Estonia,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,52.8
EST,Estonia,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,42.8
EST,Estonia,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,78.0
EST,Estonia,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.8
EST,Estonia,CWB35A,Reading performance at age 15 (PISA),2015,519.1
EST,Estonia,CWB35B,Mathematics performance at age 15 (PISA),2015,519.5
EST,Estonia,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,67.8
EST,Estonia,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,72.4
EST,Estonia,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,36.9
EST,Estonia,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,9.3
EST,Estonia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,166.0
EST,Estonia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,166.0
EST,Estonia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,166.0
EST,Estonia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,166.0
EST,Estonia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,166.0
EST,Estonia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,2.0
EST,Estonia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.0
EST,Estonia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,2.0
EST,Estonia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,2.0
EST,Estonia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,2.0
IDN,Indonesia,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,92.3
IDN,Indonesia,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,3.7
IDN,Indonesia,CWB35A,Reading performance at age 15 (PISA),2015,397.3
IDN,Indonesia,CWB35B,Mathematics performance at age 15 (PISA),2015,386.1
ISR,Israel,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,40.5
ISR,Israel,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,41.5
ISR,Israel,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,42.0
ISR,Israel,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,42.7
ISR,Israel,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,8.2
ISR,Israel,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,7.6
ISR,Israel,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,6.8
ISR,Israel,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,6.7
ISR,Israel,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,18376.7
ISR,Israel,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,18891.4
ISR,Israel,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,18457.1
ISR,Israel,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2017,19875.0
ISR,Israel,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.5
ISR,Israel,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,31.2
ISR,Israel,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,11.8
ISR,Israel,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,49.9
ISR,Israel,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,97.8
ISR,Israel,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,99.2
ISR,Israel,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,99.3
ISR,Israel,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,99.4
ISR,Israel,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,76.9
ISR,Israel,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.0
ISR,Israel,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,44.5
ISR,Israel,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,57.0
ISR,Israel,CWB35A,Reading performance at age 15 (PISA),2015,479.0
ISR,Israel,CWB35B,Mathematics performance at age 15 (PISA),2015,469.7
ISR,Israel,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,51.3
ISR,Israel,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,64.4
ISR,Israel,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,14.0
ISR,Israel,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,14.0
ISR,Israel,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,14.0
ISR,Israel,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,15.0
ISR,Israel,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,15.0
ISR,Israel,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,0.0
ISR,Israel,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0
ISR,Israel,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.0
ISR,Israel,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,0.0
ISR,Israel,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,0.0
LVA,Latvia,CWB1A,Children (0-17) living with two parents (%),2014,67.8
LVA,Latvia,CWB1A,Children (0-17) living with two parents (%),2015,70.5
LVA,Latvia,CWB1A,Children (0-17) living with two parents (%),2016,68.5
LVA,Latvia,CWB1A,Children (0-17) living with two parents (%),2017,69.5
LVA,Latvia,CWB1A,Children (0-17) living with two parents (%),2018,70.5
LVA,Latvia,CWB1B,Children (0-17) living with a single parent (%),2014,30.6
LVA,Latvia,CWB1B,Children (0-17) living with a single parent (%),2015,27.9
LVA,Latvia,CWB1B,Children (0-17) living with a single parent (%),2016,29.4
LVA,Latvia,CWB1B,Children (0-17) living with a single parent (%),2017,27.6
LVA,Latvia,CWB1B,Children (0-17) living with a single parent (%),2018,27.8
LVA,Latvia,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.6
LVA,Latvia,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.7
LVA,Latvia,CWB1C,Children (0-17) living in 'other' types of household (%),2016,2.0
LVA,Latvia,CWB1C,Children (0-17) living in 'other' types of household (%),2017,2.9
LVA,Latvia,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.6
LVA,Latvia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,53.2
LVA,Latvia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,57.5
LVA,Latvia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,58.4
LVA,Latvia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,59.4
LVA,Latvia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,61.5
LVA,Latvia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,8.2
LVA,Latvia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,6.9
LVA,Latvia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,7.6
LVA,Latvia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,7.7
LVA,Latvia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,8.5
LVA,Latvia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,14094.1
LVA,Latvia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,15306.1
LVA,Latvia,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,15640.7
LVA,Latvia,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.6
LVA,Latvia,CWB9,Children (0-17) in overcrowded households (%),2014,54.5
LVA,Latvia,CWB9,Children (0-17) in overcrowded households (%),2015,57.1
LVA,Latvia,CWB9,Children (0-17) in overcrowded households (%),2016,60.0
LVA,Latvia,CWB9,Children (0-17) in overcrowded households (%),2017,59.1
LVA,Latvia,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,21.7
LVA,Latvia,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.9
LVA,Latvia,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,57.6
LVA,Latvia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,91.0
LVA,Latvia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,91.6
LVA,Latvia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,92.6
LVA,Latvia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,93.3
LVA,Latvia,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,86.9
LVA,Latvia,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,84.6
LVA,Latvia,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,88.5
LVA,Latvia,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,43.2
LVA,Latvia,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,24.7
LVA,Latvia,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,78.6
LVA,Latvia,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,15.8
LVA,Latvia,CWB35A,Reading performance at age 15 (PISA),2015,487.8
LVA,Latvia,CWB35B,Mathematics performance at age 15 (PISA),2015,482.3
LVA,Latvia,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,61.5
LVA,Latvia,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,73.1
LVA,Latvia,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,31.5
LVA,Latvia,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,8.9
LVA,Latvia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,94.0
LVA,Latvia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,94.0
LVA,Latvia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,94.0
LVA,Latvia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,94.0
LVA,Latvia,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,94.0
LVA,Latvia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,1.4
LVA,Latvia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,1.4
LVA,Latvia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,1.4
LVA,Latvia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,1.4
LVA,Latvia,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,1.4
LTU,Lithuania,CWB1A,Children (0-17) living with two parents (%),2014,76.3
LTU,Lithuania,CWB1A,Children (0-17) living with two parents (%),2015,75.3
LTU,Lithuania,CWB1A,Children (0-17) living with two parents (%),2016,75.4
LTU,Lithuania,CWB1A,Children (0-17) living with two parents (%),2017,73.6
LTU,Lithuania,CWB1A,Children (0-17) living with two parents (%),2018,72.0
LTU,Lithuania,CWB1B,Children (0-17) living with a single parent (%),2014,21.3
LTU,Lithuania,CWB1B,Children (0-17) living with a single parent (%),2015,22.2
LTU,Lithuania,CWB1B,Children (0-17) living with a single parent (%),2016,23.3
LTU,Lithuania,CWB1B,Children (0-17) living with a single parent (%),2017,25.0
LTU,Lithuania,CWB1B,Children (0-17) living with a single parent (%),2018,26.9
LTU,Lithuania,CWB1C,Children (0-17) living in 'other' types of household (%),2014,2.4
LTU,Lithuania,CWB1C,Children (0-17) living in 'other' types of household (%),2015,2.5
LTU,Lithuania,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.3
LTU,Lithuania,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.4
LTU,Lithuania,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.0
LTU,Lithuania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,59.7
LTU,Lithuania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,63.9
LTU,Lithuania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,67.0
LTU,Lithuania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,65.7
LTU,Lithuania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,65.6
LTU,Lithuania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,11.0
LTU,Lithuania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,11.0
LTU,Lithuania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,10.6
LTU,Lithuania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,9.4
LTU,Lithuania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,9.5
LTU,Lithuania,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,14323.6
LTU,Lithuania,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,14882.1
LTU,Lithuania,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,15344.1
LTU,Lithuania,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.5
LTU,Lithuania,CWB9,Children (0-17) in overcrowded households (%),2014,43.4
LTU,Lithuania,CWB9,Children (0-17) in overcrowded households (%),2015,39.5
LTU,Lithuania,CWB9,Children (0-17) in overcrowded households (%),2016,34.3
LTU,Lithuania,CWB9,Children (0-17) in overcrowded households (%),2017,38.3
LTU,Lithuania,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,23.1
LTU,Lithuania,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.7
LTU,Lithuania,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,55.7
LTU,Lithuania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,82.6
LTU,Lithuania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,83.8
LTU,Lithuania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,84.3
LTU,Lithuania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,85.0
LTU,Lithuania,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.6
LTU,Lithuania,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.1
LTU,Lithuania,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,83.1
LTU,Lithuania,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,55.6
LTU,Lithuania,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,53.6
LTU,Lithuania,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,54.5
LTU,Lithuania,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,30.7
LTU,Lithuania,CWB35A,Reading performance at age 15 (PISA),2015,472.4
LTU,Lithuania,CWB35B,Mathematics performance at age 15 (PISA),2015,478.4
LTU,Lithuania,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,57.7
LTU,Lithuania,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,73.7
LTU,Lithuania,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,47.6
LTU,Lithuania,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,8.1
LTU,Lithuania,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,62.0
LTU,Lithuania,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,62.0
LTU,Lithuania,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,62.0
LTU,Lithuania,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,62.0
LTU,Lithuania,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,62.0
LTU,Lithuania,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,4.0
LTU,Lithuania,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,4.0
LTU,Lithuania,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,4.0
LTU,Lithuania,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,4.0
LTU,Lithuania,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,4.0
MLT,Malta,CWB1A,Children (0-17) living with two parents (%),2014,80.6
MLT,Malta,CWB1A,Children (0-17) living with two parents (%),2015,79.9
MLT,Malta,CWB1A,Children (0-17) living with two parents (%),2016,79.7
MLT,Malta,CWB1A,Children (0-17) living with two parents (%),2017,78.7
MLT,Malta,CWB1A,Children (0-17) living with two parents (%),2018,77.9
MLT,Malta,CWB1B,Children (0-17) living with a single parent (%),2014,18.9
MLT,Malta,CWB1B,Children (0-17) living with a single parent (%),2015,19.7
MLT,Malta,CWB1B,Children (0-17) living with a single parent (%),2016,20.0
MLT,Malta,CWB1B,Children (0-17) living with a single parent (%),2017,21.2
MLT,Malta,CWB1B,Children (0-17) living with a single parent (%),2018,21.8
MLT,Malta,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.5
MLT,Malta,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.4
MLT,Malta,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.3
MLT,Malta,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.1
MLT,Malta,CWB1C,Children (0-17) living in 'other' types of household (%),2018,0.3
MLT,Malta,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,49.5
MLT,Malta,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,49.9
MLT,Malta,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,50.4
MLT,Malta,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,52.8
MLT,Malta,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,55.3
MLT,Malta,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,9.3
MLT,Malta,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,8.5
MLT,Malta,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,7.3
MLT,Malta,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,7.9
MLT,Malta,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,6.6
MLT,Malta,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,74.2
MLT,Malta,CWB9,Children (0-17) in overcrowded households (%),2014,6.7
MLT,Malta,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,96.7
MLT,Malta,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,97.2
MLT,Malta,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,95.8
MLT,Malta,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,94.3
MLT,Malta,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,69.8
MLT,Malta,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.4
MLT,Malta,CWB35A,Reading performance at age 15 (PISA),2015,446.7
MLT,Malta,CWB35B,Mathematics performance at age 15 (PISA),2015,478.6
PER,Peru,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,88.5
PER,Peru,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,16.8
PER,Peru,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.4
PER,Peru,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,41.9
PER,Peru,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,89.3
PER,Peru,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,89.4
PER,Peru,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.5
PER,Peru,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,71.5
PER,Peru,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,64.3
PER,Peru,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,71.4
PER,Peru,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.6
PER,Peru,CWB35A,Reading performance at age 15 (PISA),2015,397.5
PER,Peru,CWB35B,Mathematics performance at age 15 (PISA),2015,386.6
PER,Peru,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,34.4
PER,Peru,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,42.8
PER,Peru,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,12.9
ROU,Romania,CWB1A,Children (0-17) living with two parents (%),2014,85.0
ROU,Romania,CWB1A,Children (0-17) living with two parents (%),2015,85.6
ROU,Romania,CWB1A,Children (0-17) living with two parents (%),2016,84.6
ROU,Romania,CWB1A,Children (0-17) living with two parents (%),2017,84.8
ROU,Romania,CWB1A,Children (0-17) living with two parents (%),2018,85.9
ROU,Romania,CWB1B,Children (0-17) living with a single parent (%),2014,10.8
ROU,Romania,CWB1B,Children (0-17) living with a single parent (%),2015,10.2
ROU,Romania,CWB1B,Children (0-17) living with a single parent (%),2016,11.0
ROU,Romania,CWB1B,Children (0-17) living with a single parent (%),2017,11.6
ROU,Romania,CWB1B,Children (0-17) living with a single parent (%),2018,11.0
ROU,Romania,CWB1C,Children (0-17) living in 'other' types of household (%),2014,4.1
ROU,Romania,CWB1C,Children (0-17) living in 'other' types of household (%),2015,4.2
ROU,Romania,CWB1C,Children (0-17) living in 'other' types of household (%),2016,4.4
ROU,Romania,CWB1C,Children (0-17) living in 'other' types of household (%),2017,3.7
ROU,Romania,CWB1C,Children (0-17) living in 'other' types of household (%),2018,3.0
ROU,Romania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,45.3
ROU,Romania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,46.2
ROU,Romania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,45.4
ROU,Romania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,48.0
ROU,Romania,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,49.3
ROU,Romania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,11.0
ROU,Romania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,9.7
ROU,Romania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,10.6
ROU,Romania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,8.9
ROU,Romania,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,7.9
ROU,Romania,CWB9,Children (0-17) in overcrowded households (%),2014,70.1
ROU,Romania,CWB9,Children (0-17) in overcrowded households (%),2015,70.3
ROU,Romania,CWB9,Children (0-17) in overcrowded households (%),2016,69.3
ROU,Romania,CWB9,Children (0-17) in overcrowded households (%),2017,66.8
ROU,Romania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,84.2
ROU,Romania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,83.8
ROU,Romania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,83.9
ROU,Romania,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,82.4
